traffic,legend,queue_depth,loss_rate,link_rate_mhit_s,stall_cycles,active_channels,definition
physical_cluster8,physical 8-channel hit,249,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,249,0.02734375,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,250,2.40557662134e-94,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,250,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,250,0.0234375,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,251,1.92064800866e-97,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,251,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,251,0.01953125,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,252,9.71192681848e-101,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,252,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,252,0.015625,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,253,2.73372964543e-104,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,253,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,253,0.01171875,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,254,3.38465198994e-108,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,254,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,254,0.0078125,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,255,1.03686915723e-112,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,255,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,255,0.00390625,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,256,0,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,256,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,256,0,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
